team_name,label,date,points,Home_Away,teamId,competitionId,seasonId,roundId,matchId,average_accelerations,average_aerialDuels,average_assists,average_attackingActions,average_backPasses,average_ballLosses,average_ballRecoveries,average_concededGoals,average_corners,average_crosses,average_dangerousOpponentHalfRecoveries,average_dangerousOwnHalfLosses,average_defensiveActions,average_defensiveDuels,average_defensiveDuelsWon,average_directFreeKicks,average_directFreeKicksOnTarget,average_directRedCards,average_dribbleDistanceFromOpponentGoal,average_dribbles,average_duels,average_duelsWon,average_fieldAerialDuels,average_fieldAerialDuelsWon,average_forwardPasses,average_fouls,average_freeKicks,average_freeKicksOnTarget,average_gkAerialDuels,average_gkAerialDuelsWon,average_gkExits,average_gkGoalKicks,average_gkGoalKicksSuccess,average_gkSaves,average_gkSuccessfulExits,average_goals,average_headShots,average_interceptions,average_keyPasses,average_lateralPasses,average_linkupPlays,average_longGoalKicks,average_longPassLength,average_longPasses,average_looseBallDuels,average_looseBallDuelsWon,average_missedBalls,average_newDefensiveDuelsWon,average_newDuelsWon,average_newOffensiveDuelsWon,average_newSuccessfulDribbles,average_offensiveDuels,average_offensiveDuelsWon,average_offsides,average_opponentHalfRecoveries,average_opponentOffsides,average_ownHalfLosses,average_passLength,average_passes,average_passesToFinalThird,average_penalties,average_possessionPercent,average_progressiveRun,average_receivedPass,average_redCards,average_shortGoalKicks,average_shotAssists,average_shotOnTargetAssists,average_shots,average_shotsAgainst,average_smartPasses,average_successfulAttackingActions,average_successfulBackPasses,average_successfulCrosses,average_successfulDefensiveAction,average_successfulDribbles,average_successfulForwardPasses,average_successfulKeyPasses,average_successfulLateralPasses,average_successfulLinkupPlays,average_successfulLongPasses,average_successfulPasses,average_successfulPassesToFinalThird,average_successfulPenalties,average_successfulSmartPasses,average_successfulThroughPasses,average_successfulVerticalPasses,average_throughPasses,average_touchInBox,average_verticalPasses,average_xgShot,average_xgShotAgainst,average_yellowCards,percent_aerialDuelsWon,percent_defensiveDuelsWon,percent_directFreeKicksOnTarget,percent_duelsWon,percent_fieldAerialDuelsWon,percent_gkAerialDuelsWon,percent_gkSaves,percent_gkSuccessfulExits,percent_goalConversion,percent_headShotsOnTarget,percent_newDefensiveDuelsWon,percent_newDuelsWon,percent_newOffensiveDuelsWon,percent_newSuccessfulDribbles,percent_offensiveDuelsWon,percent_penaltiesConversion,percent_shotsOnTarget,percent_successfulBackPasses,percent_successfulCrosses,percent_successfulDribbles,percent_successfulForwardPasses,percent_successfulKeyPasses,percent_successfulLateralPasses,percent_successfulLinkupPlays,percent_successfulLongPasses,percent_successfulPasses,percent_successfulPassesToFinalThird,percent_successfulShotAssists,percent_successfulSmartPasses,percent_successfulThroughPasses,percent_successfulTouchInBox,percent_successfulVerticalPasses,percent_win,percent_yellowCardsPerFoul,total_accelerations,total_aerialDuels,total_aerialDuelsWon,total_assists,total_attackingActions,total_backPasses,total_cleanSheets,total_concededGoals,total_corners,total_crosses,total_dangerousOpponentHalfRecoveries,total_dangerousOwnHalfLosses,total_defensiveActions,total_defensiveDuels,total_defensiveDuelsWon,total_directFreeKicks,total_directFreeKicksOnTarget,total_directRedCards,total_dribbles,total_duels,total_duelsWon,total_fieldAerialDuels,total_fieldAerialDuelsWon,total_forwardPasses,total_fouls,total_freeKicks,total_freeKicksOnTarget,total_gkAerialDuels,total_gkAerialDuelsWon,total_gkExits,total_gkGoalKicks,total_gkGoalKicksSuccess,total_gkSaves,total_gkSuccessfulExits,total_goals,total_headShots,total_interceptions,total_keyPasses,total_lateralPasses,total_linkupPlays,total_longGoalKicks,total_longPasses,total_looseBallDuels,total_looseBallDuelsWon,total_losses,total_matches,total_matchesTagged,total_missedBalls,total_newDefensiveDuelsWon,total_newDuelsWon,total_newOffensiveDuelsWon,total_newSuccessfulDribbles,total_offensiveDuels,total_offensiveDuelsWon,total_offsides,total_opponentHalfRecoveries,total_opponentOffsides,total_ownHalfLosses,total_passes,total_passesToFinalThird,total_penalties,total_ppda,total_pressingDuels,total_pressingDuelsWon,total_progressiveRun,total_receivedPass,total_recoveries,total_redCards,total_shortGoalKicks,total_shotAssists,total_shotOnTargetAssists,total_shots,total_shotsAgainst,total_smartPasses,total_successfulAttackingActions,total_successfulBackPasses,total_successfulCrosses,total_successfulDefensiveActions,total_successfulDribbles,total_successfulForwardPasses,total_successfulKeyPasses,total_successfulLateralPasses,total_successfulLinkupPlays,total_successfulLongPasses,total_successfulPasses,total_successfulPassesToFinalThird,total_successfulPenalties,total_successfulSmartPasses,total_successfulThroughPasses,total_successfulVerticalPasses,total_throughPasses,total_touchInBox,total_verticalPasses,total_xgShot,total_xgShotAgainst,total_yellowCards
UTA Arad,"UTA Arad - Botoşani, 2-1",2026-02-15 13:00:00,3,Home,30817,719,191642,4435361,5715891,5.05,34.49,0.84,36.17,24.39,119.4,95.05,0.84,3.36,9.25,5.05,8.41,164.9,58.04,14.3,0,0,0,15.21,11.78,174.1,68.97,33.64,18.5,116.1,9.25,0.84,0.84,0,0,1.68,1.68,1.68,2.52,0,1.68,0.84,72.34,1.68,63.08,0,4.21,33.78,47.94,26.07,12.62,4.21,39.53,89.16,18.5,5.89,55.51,23.55,4.21,15.98,0,59.72,24.2,243.9,43.74,0.84,37.2,12.62,128.7,0,3.36,7.57,1.68,14.3,15.98,0.84,15.14,21.03,3.36,130.4,6.73,69.81,1.68,48.79,0,21.03,164,20.19,0.84,0,1.68,48.79,7.57,21.87,63.08,2.65,1.05,2.52,53.66,24.64,0,39.61,55,0,0,0,11.77,0,68.12,51.21,33.33,50,42.42,100,41.18,86.21,36.36,57.14,60.14,100,77.33,0,43.86,67.24,46.15,55.56,0,22.22,50,77.33,100,27.27,6,41,22,1,43,29,0,1,4,11,6,10,196,69,17,0,0,0,14,207,82,40,22,138,11,1,1,0,0,2,2,2,3,0,2,1,86,2,75,0,5,57,31,15,142,1,1,5,47,106,22,7,66,28,5,19,0,71,290,52,1,9.07,5,0,15,153,113,0,4,9,2,17,19,1,18,25,4,155,8,83,2,58,0,25,195,24,1,0,2,58,9,26,75,3.15,1.25,3
Csikszereda Miercurea Ciuc,"Argeș - Csikszereda Miercurea Ciuc, 3-1",2025-08-02 17:30:00,0,Away,22731,719,191642,4435361,5715707,0,38.08,0.87,25.1,47.6,96.06,54.52,2.6,0,10.38,0,5.19,116.8,57.98,13.85,0,0,0,12.8,11.25,174.8,59.71,37.21,11.25,121.2,9.52,0.87,0,0,0,0,4.33,4.33,0,0,0.87,0,20.77,1.73,141.1,21.63,6.92,27.35,46.73,19.9,8.65,2.6,34.62,77.02,22.5,6.92,58.85,25.96,4.33,11.25,1.73,39.81,18.53,358.3,44.13,0,56.5,9.52,249.2,0,6.06,3.46,1.73,3.46,10.38,0,12.12,45.87,3.46,66.63,9.52,81.35,1.73,124.6,13.85,27.69,291.6,22.5,0,0,0.87,124.6,4.33,4.33,141.1,0.25,1.11,0.87,29.55,23.88,0,34.16,30.23,0,0,0,25,0,59.7,44.06,38.24,61.54,44.12,0,50,96.36,33.33,84.62,67.14,100,88.34,64,59.26,81.4,50.98,50,0,20,80,88.34,0,9.091,0,44,13,1,29,55,0,3,0,12,0,6,135,67,16,0,0,0,13,202,69,43,13,140,11,1,0,0,0,0,5,5,0,0,1,0,24,2,163,25,8,54,23,10,111,1,1,3,40,89,26,8,68,30,5,13,2,46,414,51,0,10.39,3,0,11,288,63,0,7,4,2,4,12,0,14,53,4,77,11,94,2,144,16,32,337,26,0,0,1,144,5,5,163,0.29,1.28,1
Oţelul,"Oţelul - Csikszereda Miercurea Ciuc, 2-3",2026-03-14 17:15:00,0,Home,11571,719,191642,4437511,5822250,3.46,45.87,0,61.44,68.37,103,73.56,2.6,5.19,23.37,5.19,4.33,114.2,49.33,17.31,0,0,0,19.11,20.77,167.9,76.15,44.13,19.9,136.7,6.06,3.46,2.6,0,0,0.87,4.33,4.33,2.6,0,1.73,2.6,19.04,1.73,160.1,12.98,2.6,30.55,54.52,15.58,7.79,7.79,32.02,84.81,24.23,12.12,57.12,30.29,1.73,20.77,0.87,35.48,20.31,418.9,55.38,0.87,66,22.5,293.4,0,1.73,9.52,1.73,15.58,8.65,1.73,25.1,64.9,7.79,71.83,14.71,100.4,1.73,137.6,9.52,35.48,348.8,40.67,0.87,0.87,0.87,137.6,2.6,17.31,160.1,2.56,1.11,1.73,45.28,35.09,0,45.36,45.1,0,0,0,11.11,0,64.91,50.52,42.42,58.33,53.03,100,27.78,94.94,33.33,70.83,73.42,100,85.95,73.33,65.08,83.26,73.44,36.36,50,33.33,45,85.95,0,28.57,4,53,24,0,71,79,0,3,6,27,6,5,132,57,20,0,0,0,24,194,88,51,23,158,7,4,3,0,0,1,5,5,3,0,2,3,22,2,185,15,3,63,18,9,119,1,1,9,37,98,28,14,66,35,2,24,1,41,484,64,1,7.39,5,0,26,339,85,0,2,11,2,18,10,2,29,75,9,83,17,116,2,159,11,41,403,47,1,1,1,159,3,20,185,2.96,1.28,2
Botoşani,"Metaloglobus - Botoşani, 0-2",2025-09-29 17:00:00,3,Away,11634,719,191642,4435361,5715763,0,39.71,0.88,30.88,61.76,90.88,65.29,0,8.82,6.18,3.53,1.76,127.9,71.47,10.59,0.88,0.88,0,9.79,11.47,167.7,60,39.71,19.41,139.4,12.35,1.76,1.76,0,0,2.65,7.06,5.29,0.88,0,1.76,0,16.76,1.76,118.2,0,2.65,28.31,45,12.35,6.18,1.76,43.24,88.24,19.41,6.18,44.12,23.82,0.88,19.41,0,24.71,20.41,358.2,47.65,0,50,9.71,250.6,0,5.29,9.71,1.76,13.24,3.53,0,11.47,52.06,1.76,79.41,8.82,99.71,1.76,108.5,0,22.06,283.2,24.71,0,0,0,108.5,0,19.41,118.2,1.43,0.88,0.88,48.89,14.81,100,35.79,48.89,0,0,0,13.33,0,60.49,52.63,44,53.85,54,0,26.67,84.29,28.57,76.92,71.52,100,91.79,0,49.02,79.06,51.85,36.36,0,0,40.91,91.79,100,7.143,0,45,22,1,35,70,1,0,10,7,4,2,145,81,12,1,1,0,13,190,68,45,22,158,14,2,2,0,0,3,8,6,1,0,2,0,19,2,134,0,3,51,14,7,103,1,1,2,49,100,22,7,50,27,1,22,0,28,406,54,0,14.3,0,0,11,284,74,0,6,11,2,15,4,0,13,59,2,90,10,113,2,123,0,25,321,28,0,0,0,123,0,22,134,1.62,1,1
CFR Cluj,"CFR Cluj - FCS Bucureşti, 2-2",2025-08-31 20:30:00,1,Home,11611,719,191642,4435361,5715736,0.88,22.94,0,30,52.06,97.94,61.76,1.76,0.88,2.65,1.76,6.18,117.3,51.18,15,0,0,0.88,35.92,17.65,129.7,50.29,22.94,8.82,106.8,10.59,0.88,0.88,0,0,0.88,9.71,7.06,2.65,0,1.76,2.65,43.24,1.76,83.82,5.29,7.06,29,35.29,15,7.06,8.82,32.65,64.41,15.88,8.82,40.59,19.41,2.65,14.12,0.88,43.24,17.72,294.7,39.71,0,42,9.71,204.7,0.88,2.65,6.18,1.76,9.71,18.53,0,15,47.65,0.88,84.71,9.71,74.12,1.76,75,3.53,19.41,236.5,27.35,0,0,0.88,75,2.65,8.82,83.82,0.98,2.08,0,38.46,29.31,0,38.78,38.46,0,0,0,18.18,66.67,63.79,49.66,39.13,50,47.83,0,54.55,91.53,33.33,55,69.42,100,89.47,66.67,55,80.24,68.89,71.43,0,33.33,60,89.47,0,0,1,26,10,0,34,59,0,2,1,3,2,7,133,58,17,0,0,1,20,147,57,26,10,121,12,1,1,0,0,1,11,8,3,0,2,3,49,2,95,6,8,40,17,8,111,1,1,10,37,73,18,10,46,22,3,16,1,49,334,45,0,10.47,3,0,11,232,70,1,3,7,2,11,21,0,17,54,1,96,11,84,2,85,4,22,268,31,0,0,1,85,3,10,95,1.11,2.36,0
Metaloglobus,"Metaloglobus - Petrolul 52, 0-3",2025-07-25 18:45:00,0,Home,11943,719,191642,4435361,5715696,2.67,32.08,0,51.68,51.68,91.78,61.49,2.67,8.91,18.71,1.78,4.46,99.8,45.45,8.02,2.67,1.78,0,11.01,18.71,175.5,59.7,29.41,7.13,122.1,10.69,6.24,3.56,0,0,0.89,9.8,9.8,1.78,0,0,2.67,22.28,1.78,134.6,6.24,2.67,21.97,41.88,24.95,11.58,5.35,25.84,68.61,24.06,9.8,73.07,32.97,0,21.39,0,21.39,21.48,346.6,49.9,0,62.5,17.82,234.4,0,7.13,4.46,1.78,14.26,8.91,0,20.5,50.79,4.46,55.25,14.26,87.33,1.78,118.5,3.56,23.17,282.5,36.53,0,0,1.78,118.5,1.78,16.93,134.6,1.6,2.01,1.78,22.22,17.65,66.67,34.01,24.24,0,0,0,0,0,56.86,39.09,32.93,52.38,45.12,0,43.75,98.28,23.81,76.19,71.53,100,88.08,57.14,55.32,81.49,73.21,60,0,100,26.32,88.08,0,16.67,3,36,8,0,58,58,0,3,10,21,2,5,112,51,9,3,2,0,21,197,67,33,8,137,12,7,4,0,0,1,11,11,2,0,0,3,25,2,151,7,3,47,28,13,103,1,1,6,29,77,27,11,82,37,0,24,0,24,389,56,0,6.45,4,0,20,263,69,0,8,5,2,16,10,0,23,57,5,62,16,98,2,133,4,26,317,41,0,0,2,133,2,19,151,1.8,2.26,2
Oţelul,"Unirea Slobozia - Oţelul, 2-1",2026-03-23 19:30:00,0,Away,11571,719,191642,4437511,5823758,0.89,39.21,0.89,40.99,53.47,110.5,66.83,1.78,4.46,15.15,2.67,2.67,113.2,39.21,11.58,0,0,0,16.69,14.26,150.6,63.27,36.53,19.6,135.4,17.82,1.78,1.78,0,0,1.78,3.56,2.67,1.78,0,0.89,0,34.75,1.78,125.6,15.15,2.67,28.25,38.32,25.84,11.58,2.67,26.73,74.85,15.15,7.13,46.34,18.71,2.67,24.95,0,32.08,17.21,402.8,54.36,0,62.5,11.58,283.4,0,3.56,6.24,1.78,10.69,10.69,0.89,12.48,46.34,0.89,82.87,8.02,96.24,1.78,111.4,9.8,22.28,327,34.75,0,0,1.78,111.4,5.35,8.02,125.6,0.8,1.29,0.89,54.55,29.55,0,42.01,53.66,0,0,0,8.333,0,68.18,49.7,32.69,50,40.38,0,41.67,86.67,5.88,56.25,71.05,100,88.65,64.71,58.14,81.19,63.93,42.86,0,33.33,55.56,88.65,0,5,1,44,24,1,46,60,0,2,5,17,3,3,127,44,13,0,0,0,16,169,71,41,22,152,20,2,2,0,0,2,4,3,2,0,1,0,39,2,141,17,3,43,29,13,124,1,1,3,30,84,17,8,52,21,3,28,0,36,452,61,0,4.82,15,0,13,318,75,0,4,7,2,12,12,1,14,52,1,93,9,108,2,125,11,25,367,39,0,0,2,125,6,9,141,0.9,1.45,1
Rapid Bucureşti,"Rapid Bucureşti - Dinamo Bucureşti, 2-1",2026-02-21 19:30:00,3,Home,11566,719,191642,4435361,5715896,6.24,19.6,0.89,29.41,32.08,96.24,64.16,0.89,6.24,6.24,3.56,6.24,136.3,59.7,8.91,0,0,0,13.61,16.04,145.2,46.34,18.71,4.46,76.63,11.58,1.78,0.89,0,0,1.78,5.35,4.46,1.78,0,1.78,0.89,57.03,1.78,42.77,0.89,5.35,23.67,26.73,18.71,8.02,7.13,39.21,69.5,17.82,7.13,47.23,24.95,0,13.37,2.67,48.12,16.94,175.5,15.15,0,25.5,9.8,101.6,0,0.89,5.35,1.78,7.13,10.69,0,13.37,27.62,3.56,100.7,10.69,38.32,1.78,36.53,0.89,8.02,119.4,4.46,0,0,0,36.53,0.89,12.48,42.77,0.86,0.68,2.67,22.73,14.93,0,31.9,23.81,0,0,0,25,100,65.67,47.85,37.74,44.44,52.83,0,37.5,86.11,57.14,66.67,50,100,85.42,100,30,68.02,29.41,33.33,0,0,50,85.42,100,23.08,7,22,5,1,33,36,0,1,7,7,4,7,153,67,10,0,0,0,18,163,52,21,5,86,13,2,1,0,0,2,6,5,2,0,2,1,64,2,48,1,6,30,21,9,108,1,1,8,44,78,20,8,53,28,0,15,3,54,197,17,0,17.91,8,0,11,114,72,0,1,6,2,8,12,0,15,31,4,113,12,43,2,41,1,9,134,5,0,0,0,41,1,14,48,0.97,0.76,3
FCS Bucureşti,"FCS Bucureşti - UTA Arad, 4-0",2025-10-26 19:30:00,3,Home,11565,719,191642,4435361,5715789,0.9,19.8,0.9,45,74.7,100.8,81,0,5.4,7.2,1.8,2.7,89.1,51.3,12.6,0.9,0,0,14.74,18.9,152.1,63,19.8,11.7,172.8,12.6,1.8,0,0,0,0.9,3.6,2.7,1.8,0,3.6,0.9,18,1.8,182.7,3.6,0.9,23.29,42.3,23.4,12.6,1.8,29.7,73.8,19.8,13.5,57.6,26.1,2.7,26.1,0,33.3,17.13,505.8,45,1.8,63.8,12.6,395.1,0,3.6,9,1.8,18,8.1,0.9,22.5,69.3,0.9,59.4,15.3,123.3,1.8,171.9,3.6,21.6,430.2,29.7,1.8,0,0,171.9,0.9,25.2,182.7,2.75,0.45,0.9,59.09,24.56,0,41.42,59.09,0,0,0,20,0,57.89,48.52,34.38,71.43,45.31,100,45,92.77,12.5,80.95,71.35,100,94.09,100,51.06,85.05,66,60,0,0,39.29,94.09,100,7.143,1,22,13,1,50,83,1,0,6,8,2,3,99,57,14,1,0,0,21,169,70,22,13,192,14,2,0,0,0,1,4,3,2,0,4,1,20,2,203,4,1,47,26,14,112,1,1,2,33,82,22,15,64,29,3,29,0,37,562,50,2,8.12,3,0,14,439,90,0,4,10,2,20,9,1,25,77,1,66,17,137,2,191,4,24,478,33,2,0,0,191,1,28,203,3.05,0.5,1
Farul Constanţa,"Farul Constanţa - Argeș, 0-0",2025-10-17 19:30:00,1,Home,61242,719,191642,4435361,5715777,0.9,51.3,0,38.7,52.2,121.5,90.9,0,2.7,14.4,1.8,4.5,139.5,60.3,15.3,0,0,0,10.61,12.6,219.6,84.6,48.6,19.8,159.3,16.2,3.6,0,0,0,1.8,7.2,7.2,2.7,0,0,1.8,27.9,1.8,110.7,4.5,3.6,29.23,59.4,50.4,21.6,5.4,39.6,106.2,23.4,7.2,57.6,26.1,0.9,22.5,0.9,47.7,19.75,367.2,55.8,0,54.3,7.2,227.7,0,3.6,4.5,1.8,9.9,8.1,1.8,13.5,47.7,4.5,89.1,9.9,107.1,1.8,96.3,2.7,32.4,288.9,37.8,0,0.9,1.8,96.3,3.6,12.6,110.7,0.93,1.05,1.8,42.11,25.37,0,38.52,40.74,0,0,0,0,0,65.67,48.36,40.63,57.14,45.31,0,9.09,91.38,31.25,78.57,67.23,100,86.99,60,54.55,78.68,67.74,20,50,50,28.57,86.99,0,11.11,1,57,24,0,43,58,1,0,3,16,2,5,155,67,17,0,0,0,14,244,94,54,22,177,18,4,0,0,0,2,8,8,3,0,0,2,31,2,123,5,4,66,56,24,135,1,1,6,44,118,26,8,64,29,1,25,1,53,408,62,0,9.36,5,0,8,253,101,0,4,5,2,11,9,2,15,53,5,99,11,119,2,107,3,36,321,42,0,1,2,107,4,14,123,1.03,1.17,2
Oţelul,"Argeș - Oţelul, 2-0",2025-08-18 18:00:00,0,Away,11571,719,191642,4435361,5715724,0,31.5,0,51.3,39.6,111.6,69.3,1.8,8.1,14.4,0.9,5.4,131.4,53.1,10.8,0.9,0,0,38.53,29.7,187.2,74.7,27.9,14.4,127.8,8.1,2.7,0,0,0,0,6.3,5.4,3.6,0,0,2.7,46.8,1.8,93.6,13.5,1.8,29.62,43.2,37.8,17.1,7.2,35.1,90,23.4,14.4,64.8,32.4,0.9,17.1,0.9,36.9,17.23,307.8,28.8,0,56.8,5.4,197.1,0,4.5,1.8,1.8,7.2,10.8,0,22.5,35.1,5.4,96.3,18,86.4,1.8,83.7,9.9,19.8,236.7,18.9,0,0,1.8,83.7,5.4,11.7,93.6,0.36,1.52,1.8,45.71,20.34,0,39.9,51.61,0,0,0,0,66.67,66.1,48.08,36.11,48.48,50,0,37.5,88.64,37.5,60.61,67.61,100,89.42,73.33,45.83,76.9,65.63,100,0,33.33,30.77,89.42,0,22.22,0,35,16,0,57,44,0,2,9,16,1,6,146,59,12,1,0,0,33,208,83,31,16,142,9,3,0,0,0,0,7,6,4,0,0,3,52,2,104,15,2,48,42,19,124,1,1,8,39,100,26,16,72,36,1,19,1,41,342,32,0,7.08,8,0,6,219,77,0,5,2,2,8,12,0,25,39,6,107,20,96,2,93,11,22,263,21,0,0,2,93,6,13,104,0.4,1.69,2
Petrolul 52,"Unirea Slobozia - Petrolul 52, 1-0",2025-09-21 15:00:00,0,Away,60390,719,191642,4435361,5715759,1.8,36.9,0,54.9,36.9,93.6,80.1,0.9,3.6,22.5,4.5,5.4,128.7,61.2,10.8,0,0,0,24.64,19.8,162.9,65.7,35.1,18.9,121.5,17.1,1.8,0,0,0,0.9,8.1,6.3,2.7,0,0,0.9,30.6,1.8,152.1,8.1,4.5,28.6,32.4,27.9,14.4,0,36,82.8,13.5,10.8,36.9,21.6,1.8,30.6,0.9,22.5,19.21,351.9,57.6,0,51.1,8.1,251.1,0,4.5,8.1,1.8,11.7,11.7,0.9,18.9,35.1,7.2,85.5,15.3,92.7,1.8,129.6,7.2,19.8,287.1,45.9,0,0,0.9,129.6,1.8,17.1,152.1,0.64,1.13,2.7,51.22,17.65,0,40.33,53.85,0,0,0,0,0,58.82,50.83,36.59,54.55,58.54,0,7.69,95.12,32,77.27,76.3,100,85.21,88.89,61.11,81.59,79.69,0,0,50,26.32,85.21,0,15.79,2,41,21,0,61,41,0,1,4,25,5,6,143,68,12,0,0,0,22,181,73,39,21,135,19,2,0,0,0,1,9,7,3,0,0,1,34,2,169,9,5,36,31,16,104,1,1,0,40,92,15,12,41,24,2,34,1,25,391,64,0,9.78,15,0,9,279,89,0,5,9,2,13,13,1,21,39,8,95,17,103,2,144,8,22,319,51,0,0,1,144,2,19,169,0.71,1.25,3
UTA Arad,"FCS Bucureşti - UTA Arad, 4-0",2025-10-26 19:30:00,0,Away,30817,719,191642,4435361,5715789,0,19.8,0,27,44.1,84.6,71.1,3.6,2.7,4.5,2.7,1.8,119.7,57.6,12.6,0,0,0.9,14.23,14.4,152.1,48.6,18.9,6.3,109.8,7.2,4.5,2.7,0,0,0,4.5,3.6,6.3,0,0,0.9,42.3,1.8,50.4,2.7,6.3,26.98,32.4,23.4,6.3,0.9,37.8,72,21.6,7.2,51.3,23.4,0,20.7,2.7,32.4,18.86,239.4,26.1,0,36.2,9,153,0.9,0,4.5,1.8,8.1,18,0,9,39.6,0,86.4,8.1,81,1.8,40.5,2.7,19.8,188.1,14.4,0,0,0,40.5,0,9.9,50.4,0.45,2.75,2.7,31.82,21.88,0,31.95,33.33,0,0,0,0,0,65.63,47.34,42.11,50,45.61,0,22.22,89.8,0,56.25,73.77,100,80.36,100,61.11,78.57,55.17,60,0,0,18.18,80.36,0,37.5,0,22,7,0,30,49,0,4,3,5,3,2,133,64,14,0,0,1,16,169,54,21,7,122,8,5,3,0,0,0,5,4,7,0,0,1,47,2,56,3,7,36,26,7,94,1,1,1,42,80,24,8,57,26,0,23,3,36,266,29,0,15,0,0,10,170,79,1,0,5,2,9,20,0,10,44,0,96,9,90,2,45,3,22,209,16,0,0,0,45,0,11,56,0.5,3.05,3
UTA Arad,"UTA Arad - Petrolul 52, 1-0",2025-12-08 16:30:00,3,Home,30817,719,191642,4435361,5715830,3.6,42.3,0,58.5,67.5,113.4,86.4,0,6.3,32.4,3.6,1.8,120.6,45,14.4,1.8,1.8,0,17.51,14.4,163.8,66.6,36.9,18,164.7,7.2,1.8,1.8,0,0,0.9,5.4,5.4,3.6,0,0.9,1.8,33.3,1.8,192.6,0,0.9,28.09,54,12.6,2.7,6.3,30.6,80.1,27.9,7.2,63.9,30.6,1.8,36,0.9,26.1,22.64,466.2,72.9,0,54.7,16.2,326.7,0,4.5,7.2,1.8,11.7,5.4,0,22.5,62.1,10.8,82.8,9,120.6,1.8,171.9,0,25.2,378.9,53.1,0,0,0,171.9,0,21.6,192.6,0.52,0.23,2.7,44.68,32,100,40.66,48.78,0,0,0,7.692,50,68,48.9,43.66,50,47.89,0,38.46,92,33.33,62.5,73.22,100,89.25,0,46.67,81.27,72.84,37.5,0,0,29.17,89.25,100,37.5,4,47,21,0,65,75,1,0,7,36,4,2,134,50,16,2,2,0,16,182,74,41,20,183,8,2,2,0,0,1,6,6,4,0,1,2,37,2,214,0,1,60,14,3,126,1,1,7,34,89,31,8,71,34,2,40,1,29,518,81,0,9.18,0,0,18,363,96,0,5,8,2,13,6,0,25,69,12,92,10,134,2,191,0,28,421,59,0,0,0,191,0,24,214,0.58,0.26,3
Unirea Slobozia,"Botoşani - Unirea Slobozia, 4-0",2025-07-28 18:00:00,0,Away,11663,719,191642,4435361,5715702,1.8,25.2,0,29.7,50.4,92.7,70.2,3.6,3.6,10.8,3.6,0.9,94.5,47.7,12.6,0,0,0,15.37,11.7,154.8,62.1,23.4,12.6,116.1,5.4,4.5,0.9,0,0,0.9,3.6,2.7,0,0,0,0.9,21.6,1.8,131.4,9,1.8,33.2,54,23.4,9,5.4,28.8,73.8,22.5,8.1,58.5,27,7.2,19.8,2.7,25.2,21.41,325.8,43.2,0,46.8,16.2,199.8,0,1.8,4.5,1.8,7.2,6.3,0,12.6,47.7,1.8,63.9,9,74.7,1.8,108.9,4.5,29.7,247.5,24.3,0,0,0.9,108.9,3.6,6.3,131.4,0.39,1.5,0.9,53.57,26.42,0,40.12,53.85,0,0,0,0,0,60.38,47.67,38.46,69.23,46.15,0,37.5,94.64,16.67,76.92,64.34,100,82.88,50,55,75.97,56.25,80,0,25,42.86,82.88,0,16.67,2,28,15,0,33,56,0,4,4,12,4,1,105,53,14,0,0,0,13,172,69,26,14,129,6,5,1,0,0,1,4,3,0,0,0,1,24,2,146,10,2,60,26,10,103,1,1,6,32,82,25,9,65,30,8,22,3,28,362,48,0,14.85,11,0,18,222,78,0,2,5,2,8,7,0,14,53,2,71,10,83,2,121,5,33,275,27,0,0,1,121,4,7,146,0.43,1.67,1
Universitatea Craiova,"Rapid Bucureşti - Universitatea Craiova, 1-1",2026-03-08 19:00:00,1,Away,26233,719,191642,4435361,5715918,0,27.9,0.9,45.9,74.7,114.3,78.3,0.9,1.8,15.3,0.9,5.4,103.5,45.9,14.4,0.9,0,0,20.29,21.6,157.5,72,27.9,12.6,136.8,12.6,1.8,0,0,0,0.9,4.5,2.7,0.9,0,0.9,0,29.7,1.8,208.8,2.7,3.6,28.68,42.3,23.4,14.4,3.6,28.8,78.3,22.5,8.1,60.3,30.6,1.8,31.5,3.6,42.3,18.67,501.3,50.4,0,65.3,12.6,370.8,0,2.7,5.4,1.8,9,8.1,0,13.5,69.3,3.6,71.1,18,96.3,1.8,193.5,0.9,26.1,417.6,35.1,0,0,1.8,193.5,3.6,14.4,208.8,0.18,1.52,4.5,45.16,31.37,0,45.71,45.16,0,0,0,10,0,62.75,49.71,37.31,37.5,50.75,0,20,92.77,23.53,83.33,70.39,100,92.67,33.33,61.7,83.3,69.64,16.67,0,50,50,92.67,0,35.71,0,31,14,1,51,83,0,1,2,17,1,6,115,51,16,1,0,0,24,175,80,31,14,152,14,2,0,0,0,1,5,3,1,0,1,0,33,2,232,3,4,47,26,16,127,1,1,4,32,87,25,9,67,34,2,35,4,47,557,56,0,6.61,7,0,14,412,87,0,3,6,2,10,9,0,15,77,4,79,20,107,2,215,1,29,464,39,0,0,2,215,4,16,232,0.2,1.69,5
