playerId,area,competition_name,season_name,player_shortName,player_firstName,player_lastName,isRomanian,player_birthDate,isU21,team_name,player_currentTeamId,generic_position_code,player_height,player_weight,player_foot,competitionId,seasonId,positions_percent,positions_position_name,positions_position_code,total_matches,total_matchesInStart,total_matchesSubstituted,total_matchesComingOff,total_minutesOnField,total_minutesTagged,total_goals,total_assists,total_shots,total_headShots,total_yellowCards,total_redCards,total_directRedCards,total_penalties,total_linkupPlays,total_duels,total_duelsWon,total_defensiveDuels,total_defensiveDuelsWon,total_offensiveDuels,total_offensiveDuelsWon,total_aerialDuels,total_aerialDuelsWon,total_fouls,total_passes,total_successfulPasses,total_smartPasses,total_successfulSmartPasses,total_passesToFinalThird,total_successfulPassesToFinalThird,total_crosses,total_successfulCrosses,total_forwardPasses,total_successfulForwardPasses,total_backPasses,total_successfulBackPasses,total_throughPasses,total_successfulThroughPasses,total_keyPasses,total_successfulKeyPasses,total_verticalPasses,total_successfulVerticalPasses,total_longPasses,total_successfulLongPasses,total_dribbles,total_successfulDribbles,total_interceptions,total_defensiveActions,total_successfulDefensiveAction,total_attackingActions,total_successfulAttackingActions,total_freeKicks,total_freeKicksOnTarget,total_directFreeKicks,total_directFreeKicksOnTarget,total_corners,total_successfulPenalties,total_successfulLinkupPlays,total_accelerations,total_pressingDuels,total_pressingDuelsWon,total_looseBallDuels,total_looseBallDuelsWon,total_missedBalls,total_shotAssists,total_shotOnTargetAssists,total_recoveries,total_opponentHalfRecoveries,total_dangerousOpponentHalfRecoveries,total_losses,total_ownHalfLosses,total_dangerousOwnHalfLosses,total_xgShot,total_xgAssist,total_xgSave,total_receivedPass,total_touchInBox,total_progressiveRun,total_offsides,total_clearances,total_secondAssists,total_thirdAssists,total_shotsBlocked,total_foulsSuffered,total_progressivePasses,total_counterpressingRecoveries,total_slidingTackles,total_goalKicks,total_dribblesAgainst,total_dribblesAgainstWon,total_goalKicksShort,total_goalKicksLong,total_shotsOnTarget,total_successfulProgressivePasses,total_successfulSlidingTackles,total_successfulGoalKicks,total_fieldAerialDuels,total_fieldAerialDuelsWon,total_gkCleanSheets,total_gkConcededGoals,total_gkShotsAgainst,total_gkExits,total_gkSuccessfulExits,total_gkAerialDuels,total_gkAerialDuelsWon,total_gkSaves,total_newDuelsWon,total_newDefensiveDuelsWon,total_newOffensiveDuelsWon,total_newSuccessfulDribbles,total_lateralPasses,total_successfulLateralPasses,average_passLength,average_longPassLength,average_dribbleDistanceFromOpponentGoal,average_ballRecoveries,average_duels,average_defensiveDuels,average_offensiveDuels,average_aerialDuels,average_fouls,average_goals,average_assists,average_passes,average_smartPasses,average_passesToFinalThird,average_crosses,average_dribbles,average_shots,average_headShots,average_interceptions,average_successfulDefensiveAction,average_yellowCards,average_redCards,average_directRedCards,average_successfulAttackingActions,average_freeKicks,average_directFreeKicks,average_corners,average_penalties,average_accelerations,average_looseBallDuels,average_missedBalls,average_forwardPasses,average_backPasses,average_throughPasses,average_keyPasses,average_verticalPasses,average_longPasses,average_shotAssists,average_shotOnTargetAssists,average_linkupPlays,average_opponentHalfRecoveries,average_dangerousOpponentHalfRecoveries,average_ballLosses,average_losses,average_ownHalfLosses,average_dangerousOwnHalfLosses,average_duelsWon,average_defensiveDuelsWon,average_offensiveDuelsWon,average_successfulPasses,average_successfulSmartPasses,average_successfulCrosses,average_successfulForwardPasses,average_successfulBackPasses,average_successfulThroughPasses,average_successfulKeyPasses,average_successfulVerticalPasses,average_successfulLongPasses,average_successfulDribbles,average_defensiveActions,average_attackingActions,average_freeKicksOnTarget,average_directFreeKicksOnTarget,average_successfulPenalties,average_successfulLinkupPlays,average_looseBallDuelsWon,average_successfulPassesToFinalThird,average_xgShot,average_xgAssist,average_xgSave,average_receivedPass,average_touchInBox,average_progressiveRun,average_offsides,average_clearances,average_secondAssists,average_thirdAssists,average_foulsSuffered,average_progressivePasses,average_counterpressingRecoveries,average_slidingTackles,average_goalKicks,average_shotsBlocked,average_shotsOnTarget,average_successfulProgressivePasses,average_successfulSlidingTackles,average_successfulGoalKicks,average_dribblesAgainst,average_dribblesAgainstWon,average_goalKicksShort,average_goalKicksLong,average_fieldAerialDuels,average_fieldAerialDuelsWon,average_gkConcededGoals,average_gkShotsAgainst,average_gkExits,average_gkAerialDuels,average_gkSaves,average_gkSuccessfulExits,average_gkAerialDuelsWon,average_newDuelsWon,average_newDefensiveDuelsWon,average_newOffensiveDuelsWon,average_newSuccessfulDribbles,average_lateralPasses,average_successfulLateralPasses,percent_duelsWon,percent_defensiveDuelsWon,percent_offensiveDuelsWon,percent_aerialDuelsWon,percent_successfulPasses,percent_successfulSmartPasses,percent_successfulPassesToFinalThird,percent_successfulCrosses,percent_successfulDribbles,percent_shotsOnTarget,percent_headShotsOnTarget,percent_goalConversion,percent_directFreeKicksOnTarget,percent_penaltiesConversion,percent_win,percent_successfulForwardPasses,percent_successfulBackPasses,percent_successfulThroughPasses,percent_successfulKeyPasses,percent_successfulVerticalPasses,percent_successfulLongPasses,percent_successfulShotAssists,percent_successfulLinkupPlays,percent_yellowCardsPerFoul,percent_successfulProgressivePasses,percent_successfulSlidingTackles,percent_successfulGoalKicks,percent_dribblesAgainstWon,percent_fieldAerialDuelsWon,percent_gkSaves,percent_gkSuccessfulExits,percent_gkAerialDuelsWon,percent_newDuelsWon,percent_newDefensiveDuelsWon,percent_newOffensiveDuelsWon,percent_newSuccessfulDribbles,percent_successfulLateralPasses,roundId,player_wyId,player_middleName,player_currentNationalTeamId,player_gender,player_status,player_imageDataURL,player_birthArea_id,player_birthArea_alpha2code,player_birthArea_alpha3code,player_birthArea_name,player_passportArea_id,player_passportArea_alpha2code,player_passportArea_alpha3code,player_passportArea_name,player_role_name,player_role_code2,player_role_code3,teams_wyId
227936,Romania,Liga2,2025_2026,C. Juncănaru,Claudiu Florin,Juncănaru,true,1996-02-18,false,Metalul Buzău,60624,FB,0,0,right,720,191744,13,Right Back (5 at the back),rb5,2,0,0,2,66,66,0,0,0,0,1,0,0,0,0,14,3,5,0,7,2,0,0,2,29,19,0,0,5,1,3,2,10,5,5,4,0,0,0,0,10,8,3,2,2,1,4,9,6,5,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,7,1,1,16,5,1,0,0,0,16,0,2,0,0,0,0,0,1,6,3,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,1,10,8,17.83,33.36,12.6,9.55,19.09,6.82,9.55,0,2.73,0,0,39.55,0,6.82,4.09,2.73,0,0,5.45,8.18,1.36,0,0,4.09,0,0,0,0,0,2.73,0,13.64,6.82,0,0,13.64,4.09,0,0,0,1.36,1.36,0,21.82,6.82,1.36,4.09,0,2.73,25.91,0,2.73,6.82,5.45,0,0,10.91,2.73,1.36,12.27,6.82,0,0,0,0,1.36,1.36,0,0,0,21.82,0,2.73,0,0,0,0,1.36,8.18,4.09,0,0,0,0,5.45,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,6.82,2.73,2.73,1.36,13.64,10.91,21.43,0,28.57,0,65.52,0,20,66.67,50,0,0,0,0,0,50,50,80,0,0,80,66.67,0,0,50,66.67,0,0,0,0,0,0,0,35.71,40,28.57,50,80,None,227936,"",,male,active,https://cdn5.wyscout.com/photos/players/public/g256871_100x130.png,642,RO,ROU,Romania,642,RO,ROU,Romania,Defender,DF,DEF,60624
227956,Romania,Liga2,2025_2026,N. Roșu,Neluţ,Roșu,true,1993-07-05,false,Tunari,11794,CM,174,69,left,720,191744,74,Right Centre Midfielder,rcmf,9,6,3,3,582,582,0,0,3,0,1,0,0,0,0,88,35,28,7,35,19,12,5,5,324,262,0,0,58,38,9,4,123,88,42,40,0,0,1,0,101,85,29,16,8,7,20,50,39,20,10,1,1,0,0,1,0,0,0,2,0,13,4,3,4,1,48,22,2,76,23,8,0.28,0.17,0,208,5,14,1,4,0,0,3,9,57,27,2,0,7,4,0,0,0,45,2,0,12,5,0,0,0,0,0,0,0,0,42,17,16,6,101,85,17.17,27.16,23.61,7.42,13.61,4.33,5.41,1.86,0.77,0,0,50.1,0,8.97,1.39,1.24,0.46,0,3.09,6.03,0.15,0,0,1.55,0.15,0,0.15,0,0,2.01,0.46,19.02,6.49,0,0.15,15.62,4.48,0.62,0.15,0,3.4,0.31,0,11.75,3.56,1.24,5.41,1.08,2.94,40.52,0,0.62,13.61,6.19,0,0,13.14,2.47,1.08,7.73,3.09,0.15,0,0,0,0.62,5.88,0.04,0.03,0,32.16,0.77,2.16,0.15,0.62,0,0,1.39,8.81,4.18,0.31,0,0.46,0,6.96,0.31,0,1.08,0.62,0,0,1.86,0.77,0,0,0,0,0,0,0,6.49,2.63,2.47,0.93,15.62,13.14,39.77,25,54.29,41.67,80.86,0,65.52,44.44,87.5,0,0,0,0,0,12.5,71.54,95.24,0,0,84.16,55.17,50,0,20,78.95,100,0,57.14,41.67,0,0,0,47.73,60.71,45.71,75,84.16,None,227956,"",,male,active,https://cdn5.wyscout.com/photos/players/public/g263928_100x130.png,642,RO,ROU,Romania,642,RO,ROU,Romania,Midfielder,MD,MID,11794
227956,Romania,Liga2,2025_2026,N. Roșu,Neluţ,Roșu,true,1993-07-05,false,Tunari,11794,CM,174,69,left,720,191744,25,Left Centre Midfielder,lcmf,9,6,3,3,582,582,0,0,3,0,1,0,0,0,0,88,35,28,7,35,19,12,5,5,324,262,0,0,58,38,9,4,123,88,42,40,0,0,1,0,101,85,29,16,8,7,20,50,39,20,10,1,1,0,0,1,0,0,0,2,0,13,4,3,4,1,48,22,2,76,23,8,0.28,0.17,0,208,5,14,1,4,0,0,3,9,57,27,2,0,7,4,0,0,0,45,2,0,12,5,0,0,0,0,0,0,0,0,42,17,16,6,101,85,17.17,27.16,23.61,7.42,13.61,4.33,5.41,1.86,0.77,0,0,50.1,0,8.97,1.39,1.24,0.46,0,3.09,6.03,0.15,0,0,1.55,0.15,0,0.15,0,0,2.01,0.46,19.02,6.49,0,0.15,15.62,4.48,0.62,0.15,0,3.4,0.31,0,11.75,3.56,1.24,5.41,1.08,2.94,40.52,0,0.62,13.61,6.19,0,0,13.14,2.47,1.08,7.73,3.09,0.15,0,0,0,0.62,5.88,0.04,0.03,0,32.16,0.77,2.16,0.15,0.62,0,0,1.39,8.81,4.18,0.31,0,0.46,0,6.96,0.31,0,1.08,0.62,0,0,1.86,0.77,0,0,0,0,0,0,0,6.49,2.63,2.47,0.93,15.62,13.14,39.77,25,54.29,41.67,80.86,0,65.52,44.44,87.5,0,0,0,0,0,12.5,71.54,95.24,0,0,84.16,55.17,50,0,20,78.95,100,0,57.14,41.67,0,0,0,47.73,60.71,45.71,75,84.16,None,227956,"",,male,active,https://cdn5.wyscout.com/photos/players/public/g263928_100x130.png,642,RO,ROU,Romania,642,RO,ROU,Romania,Midfielder,MD,MID,11794
227964,Romania,Liga2,2025_2026,M. Martac,Marius,Martac,true,1991-07-05,false,Chindia Târgovişte,11627,FB,171,71,right,720,191744,100,Right Back,rb,13,13,1,0,1234,1234,1,0,6,0,1,0,0,0,0,248,95,98,18,76,43,42,19,15,550,419,0,0,96,59,43,17,228,148,69,63,9,2,2,2,173,146,83,45,20,17,45,149,107,69,33,0,0,0,0,0,0,0,1,5,0,32,15,4,6,2,120,36,4,168,54,2,0.25,0.22,0,409,7,16,2,22,0,0,4,25,129,49,6,0,25,6,0,0,1,97,3,0,42,19,0,0,0,0,0,0,0,0,125,56,35,15,173,146,20.43,34.92,34.38,8.75,18.09,7.15,5.54,3.06,1.09,0.07,0,40.11,0,7,3.14,1.46,0.44,0,3.28,7.8,0.07,0,0,2.41,0,0,0,0,0.07,2.33,0.29,16.63,5.03,0.66,0.15,12.62,6.05,0.44,0.15,0,2.63,0.29,0,12.25,3.94,0.15,6.93,1.31,3.14,30.56,0,1.24,10.79,4.59,0.15,0.15,10.65,3.28,1.24,10.87,5.04,0,0,0,0,1.09,4.3,0.02,0.02,0,29.83,0.51,1.17,0.15,1.6,0,0,1.82,9.41,3.57,0.44,0,0.29,0.07,7.07,0.22,0,1.82,0.44,0,0,3.06,1.39,0,0,0,0,0,0,0,9.12,4.08,2.55,1.09,12.62,10.65,38.31,18.37,56.58,45.24,76.18,0,61.46,39.53,85,16.67,0,16.67,0,0,38.5,64.91,91.3,22.22,100,84.39,54.22,16.67,0,6.7,75.19,50,0,24,45.24,0,0,0,50.4,57.14,46.05,75,84.39,None,227964,"",,male,active,https://cdn5.wyscout.com/photos/players/public/g263985_100x130.png,642,RO,ROU,Romania,642,RO,ROU,Romania,Defender,DF,DEF,11627
233220,Romania,Liga2,2025_2026,I. Pešić,Ivan,Pešić,false,1992-04-06,false,Chindia Târgovişte,11627,CF,184,74,right,720,191744,70,Striker,cf,13,13,4,0,1209,1209,2,6,20,4,2,0,0,0,33,212,93,37,8,106,59,46,17,9,418,325,0,0,45,33,59,32,102,69,93,88,2,1,17,17,142,111,18,7,40,38,23,61,47,119,58,1,1,0,0,2,0,28,7,27,0,23,9,8,27,17,39,27,4,144,31,4,2.3,3.7,0,278,52,19,4,3,3,2,2,11,68,23,1,0,5,2,0,0,5,56,0,0,46,17,0,0,0,0,0,0,0,0,86,23,37,21,142,111,17.48,23.33,20.93,2.9,15.78,2.75,7.89,3.42,0.67,0.15,0.45,31.12,0,3.35,4.39,2.98,1.49,0.3,1.71,3.5,0.15,0,0,4.32,0.07,0,0.15,0,0.52,1.71,0.6,7.59,6.92,0.15,1.27,10.57,1.34,2.01,1.27,2.46,2.01,0.3,0,10.72,2.31,0.3,6.92,0.6,4.39,24.19,0,2.38,5.14,6.55,0.07,1.27,8.26,0.52,2.83,4.53,8.86,0.07,0,0,2.08,0.67,2.46,0.17,0.28,0,20.69,3.87,1.41,0.3,0.22,0.22,0.15,0.82,5.06,1.71,0.07,0,0.15,0.37,4.17,0,0,0.37,0.15,0,0,3.42,1.27,0,0,0,0,0,0,0,6.4,1.71,2.75,1.56,10.57,8.26,43.87,21.62,55.66,36.96,77.75,0,73.33,54.24,95,25,25,10,0,0,38.5,67.65,94.62,50,100,78.17,38.89,62.96,84.85,22.2,82.35,0,0,40,36.96,0,0,0,40.57,62.16,34.91,52.5,78.17,None,233220,"",9485,male,active,https://cdn5.wyscout.com/photos/players/public/g268434_100x130.png,191,HR,HRV,Croatia,191,HR,HRV,Croatia,Forward,FW,FWD,11627
233220,Romania,Liga2,2025_2026,I. Pešić,Ivan,Pešić,false,1992-04-06,false,Chindia Târgovişte,11627,W,184,74,right,720,191744,15,Right Winger,rw,13,13,4,0,1209,1209,2,6,20,4,2,0,0,0,33,212,93,37,8,106,59,46,17,9,418,325,0,0,45,33,59,32,102,69,93,88,2,1,17,17,142,111,18,7,40,38,23,61,47,119,58,1,1,0,0,2,0,28,7,27,0,23,9,8,27,17,39,27,4,144,31,4,2.3,3.7,0,278,52,19,4,3,3,2,2,11,68,23,1,0,5,2,0,0,5,56,0,0,46,17,0,0,0,0,0,0,0,0,86,23,37,21,142,111,17.48,23.33,20.93,2.9,15.78,2.75,7.89,3.42,0.67,0.15,0.45,31.12,0,3.35,4.39,2.98,1.49,0.3,1.71,3.5,0.15,0,0,4.32,0.07,0,0.15,0,0.52,1.71,0.6,7.59,6.92,0.15,1.27,10.57,1.34,2.01,1.27,2.46,2.01,0.3,0,10.72,2.31,0.3,6.92,0.6,4.39,24.19,0,2.38,5.14,6.55,0.07,1.27,8.26,0.52,2.83,4.53,8.86,0.07,0,0,2.08,0.67,2.46,0.17,0.28,0,20.69,3.87,1.41,0.3,0.22,0.22,0.15,0.82,5.06,1.71,0.07,0,0.15,0.37,4.17,0,0,0.37,0.15,0,0,3.42,1.27,0,0,0,0,0,0,0,6.4,1.71,2.75,1.56,10.57,8.26,43.87,21.62,55.66,36.96,77.75,0,73.33,54.24,95,25,25,10,0,0,38.5,67.65,94.62,50,100,78.17,38.89,62.96,84.85,22.2,82.35,0,0,40,36.96,0,0,0,40.57,62.16,34.91,52.5,78.17,None,233220,"",9485,male,active,https://cdn5.wyscout.com/photos/players/public/g268434_100x130.png,191,HR,HRV,Croatia,191,HR,HRV,Croatia,Forward,FW,FWD,11627
236752,Romania,Liga2,2025_2026,C. Ciobanu,Cristian,Ciobanu,true,1994-07-03,false,AFC ASA Târgu Mureș,78702,CF,180,78,right,720,191744,54,Striker,cf,5,0,0,5,120,120,0,0,3,0,1,0,0,0,3,38,7,11,2,14,4,10,1,3,19,13,0,0,0,0,2,0,2,2,7,4,0,0,0,0,3,3,0,0,6,1,2,13,8,11,4,0,0,0,0,0,0,2,0,0,0,3,0,0,1,0,5,2,0,24,5,1,0.22,0.03,0,11,5,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,10,1,0,0,0,0,0,0,0,0,11,6,4,2,3,3,16.22,0,33.22,3.75,28.5,8.25,10.5,7.5,2.25,0,0,14.25,0,0,1.5,4.5,2.25,0,1.5,6,0.75,0,0,3,0,0,0,0,0,2.25,0,1.5,5.25,0,0,2.25,0,0.75,0,2.25,1.5,0,0.75,18,3.75,0.75,5.25,1.5,3,9.75,0,0,1.5,3,0,0,2.25,0,0.75,9.75,8.25,0,0,0,1.5,0,0,0.17,0.02,0,8.25,3.75,2.25,0,0,0,0,0,0,2.25,0,0,0,1.5,0,0,0,0,0,0,0,7.5,0.75,0,0,0,0,0,0,0,8.25,4.5,3,1.5,2.25,2.25,18.42,18.18,28.57,10,68.42,0,0,0,16.67,66.67,0,0,0,0,100,100,57.14,0,0,100,0,100,66.67,33.3,0,0,0,0,10,0,0,0,28.95,54.55,28.57,33.33,100,None,236752,"",,male,active,https://cdn5.wyscout.com/photos/players/public/g268540_100x130.png,642,RO,ROU,Romania,642,RO,ROU,Romania,Midfielder,MD,MID,78702
236752,Romania,Liga2,2025_2026,C. Ciobanu,Cristian,Ciobanu,true,1994-07-03,false,AFC ASA Târgu Mureș,78702,W,180,78,right,720,191744,15,Left Winger,lw,5,0,0,5,120,120,0,0,3,0,1,0,0,0,3,38,7,11,2,14,4,10,1,3,19,13,0,0,0,0,2,0,2,2,7,4,0,0,0,0,3,3,0,0,6,1,2,13,8,11,4,0,0,0,0,0,0,2,0,0,0,3,0,0,1,0,5,2,0,24,5,1,0.22,0.03,0,11,5,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,10,1,0,0,0,0,0,0,0,0,11,6,4,2,3,3,16.22,0,33.22,3.75,28.5,8.25,10.5,7.5,2.25,0,0,14.25,0,0,1.5,4.5,2.25,0,1.5,6,0.75,0,0,3,0,0,0,0,0,2.25,0,1.5,5.25,0,0,2.25,0,0.75,0,2.25,1.5,0,0.75,18,3.75,0.75,5.25,1.5,3,9.75,0,0,1.5,3,0,0,2.25,0,0.75,9.75,8.25,0,0,0,1.5,0,0,0.17,0.02,0,8.25,3.75,2.25,0,0,0,0,0,0,2.25,0,0,0,1.5,0,0,0,0,0,0,0,7.5,0.75,0,0,0,0,0,0,0,8.25,4.5,3,1.5,2.25,2.25,18.42,18.18,28.57,10,68.42,0,0,0,16.67,66.67,0,0,0,0,100,100,57.14,0,0,100,0,100,66.67,33.3,0,0,0,0,10,0,0,0,28.95,54.55,28.57,33.33,100,None,236752,"",,male,active,https://cdn5.wyscout.com/photos/players/public/g268540_100x130.png,642,RO,ROU,Romania,642,RO,ROU,Romania,Midfielder,MD,MID,78702
236752,Romania,Liga2,2025_2026,C. Ciobanu,Cristian,Ciobanu,true,1994-07-03,false,AFC ASA Târgu Mureș,78702,W,180,78,right,720,191744,15,Right Winger,rw,5,0,0,5,120,120,0,0,3,0,1,0,0,0,3,38,7,11,2,14,4,10,1,3,19,13,0,0,0,0,2,0,2,2,7,4,0,0,0,0,3,3,0,0,6,1,2,13,8,11,4,0,0,0,0,0,0,2,0,0,0,3,0,0,1,0,5,2,0,24,5,1,0.22,0.03,0,11,5,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,10,1,0,0,0,0,0,0,0,0,11,6,4,2,3,3,16.22,0,33.22,3.75,28.5,8.25,10.5,7.5,2.25,0,0,14.25,0,0,1.5,4.5,2.25,0,1.5,6,0.75,0,0,3,0,0,0,0,0,2.25,0,1.5,5.25,0,0,2.25,0,0.75,0,2.25,1.5,0,0.75,18,3.75,0.75,5.25,1.5,3,9.75,0,0,1.5,3,0,0,2.25,0,0.75,9.75,8.25,0,0,0,1.5,0,0,0.17,0.02,0,8.25,3.75,2.25,0,0,0,0,0,0,2.25,0,0,0,1.5,0,0,0,0,0,0,0,7.5,0.75,0,0,0,0,0,0,0,8.25,4.5,3,1.5,2.25,2.25,18.42,18.18,28.57,10,68.42,0,0,0,16.67,66.67,0,0,0,0,100,100,57.14,0,0,100,0,100,66.67,33.3,0,0,0,0,10,0,0,0,28.95,54.55,28.57,33.33,100,None,236752,"",,male,active,https://cdn5.wyscout.com/photos/players/public/g268540_100x130.png,642,RO,ROU,Romania,642,RO,ROU,Romania,Midfielder,MD,MID,78702
236784,Romania,Liga2,2025_2026,A. Şeroni,Alin,Şeroni,true,1987-03-26,false,Poli Iaşi,11886,CB,193,90,left,720,191744,82,Left Centre Back,lcb,7,4,3,3,307,307,0,0,5,0,2,0,0,0,0,50,24,18,3,8,6,18,12,5,119,94,0,0,19,9,1,0,55,36,13,13,0,0,0,0,43,38,25,14,7,6,14,37,29,13,5,0,0,0,0,0,0,0,0,0,0,6,3,2,0,0,29,2,0,37,11,2,0.71,0,0,81,4,2,0,14,0,0,2,2,25,10,5,0,6,2,0,0,0,18,3,0,18,12,0,0,0,0,0,0,0,0,30,10,5,5,43,38,21.79,26.39,25.36,8.5,14.66,5.28,2.35,5.28,1.47,0,0,34.89,0,5.57,0.29,2.05,1.47,0,4.1,8.5,0.59,0,0,1.47,0,0,0,0,0,1.76,0.59,16.12,3.81,0,0,12.61,7.33,0,0,0,0.59,0,0,10.85,3.22,0.59,7.04,0.88,1.76,27.56,0,0,10.55,3.81,0,0,11.14,4.1,1.76,10.85,3.81,0,0,0,0,0.88,2.64,0.21,0,0,23.75,1.17,0.59,0,4.1,0,0,0.59,7.33,2.93,1.47,0,0.59,0,5.28,0.88,0,1.76,0.59,0,0,5.28,3.52,0,0,0,0,0,0,0,8.79,2.93,1.47,1.47,12.61,11.14,48,16.67,75,66.67,78.99,0,47.37,0,85.71,0,0,0,0,0,66.7,65.45,100,0,0,88.37,56,0,0,40,72,60,0,33.33,66.67,0,0,0,60,55.56,62.5,71.43,88.37,None,236784,"",,male,active,https://cdn5.wyscout.com/photos/players/public/g268566_100x130.png,642,RO,ROU,Romania,642,RO,ROU,Romania,Defender,DF,DEF,11886
236799,Romania,Liga2,2025_2026,B. Chipirliu,Bogdan Remus,Chipirliu,true,1992-07-21,false,Steaua Bucureşti,64938,CF,187,79,both,720,191744,83,Striker,cf,13,6,4,7,755,755,9,1,29,6,0,0,0,1,25,146,58,26,4,54,23,45,22,9,213,140,1,1,39,19,13,4,81,45,32,29,2,1,6,6,68,45,16,4,15,12,6,33,23,58,27,0,0,0,0,1,0,20,1,9,0,21,9,11,7,6,19,9,1,110,18,0,5.47,0.55,0,180,44,16,7,0,2,1,0,9,38,14,1,0,5,2,0,0,15,32,1,0,45,22,0,0,0,0,0,0,0,0,65,16,18,7,68,45,19.6,24.38,17.7,2.26,17.4,3.1,6.44,5.36,1.07,1.07,0.12,25.39,0.12,4.65,1.55,1.79,3.46,0.72,0.72,2.74,0,0,0,3.22,0,0,0.12,0.12,0.12,2.5,1.31,9.66,3.81,0.24,0.72,8.11,1.91,0.83,0.72,2.98,1.07,0.12,0,13.11,2.15,0,6.91,0.48,2.74,16.69,0.12,0.48,5.36,3.46,0.12,0.72,5.36,0.48,1.43,3.94,6.92,0,0,0,2.38,1.07,2.26,0.65,0.07,0,21.46,5.25,1.91,0.83,0,0.24,0.12,1.07,4.53,1.67,0.12,0,0,1.79,3.81,0.12,0,0.6,0.24,0,0,5.36,2.62,0,0,0,0,0,0,0,7.75,1.91,2.15,0.83,8.11,5.36,39.73,15.38,42.59,48.89,65.73,100,48.72,30.77,80,51.72,50,31.03,0,0,60,55.56,90.63,50,100,66.18,25,57.14,80,0,84.21,100,0,40,48.89,0,0,0,44.52,61.54,33.33,46.67,66.18,None,236799,"",,male,active,https://cdn5.wyscout.com/photos/players/public/g269324_100x130.png,642,RO,ROU,Romania,642,RO,ROU,Romania,Forward,FW,FWD,64938
236799,Romania,Liga2,2025_2026,B. Chipirliu,Bogdan Remus,Chipirliu,true,1992-07-21,false,Steaua Bucureşti,64938,W,187,79,both,720,191744,16,Left Winger,lw,13,6,4,7,755,755,9,1,29,6,0,0,0,1,25,146,58,26,4,54,23,45,22,9,213,140,1,1,39,19,13,4,81,45,32,29,2,1,6,6,68,45,16,4,15,12,6,33,23,58,27,0,0,0,0,1,0,20,1,9,0,21,9,11,7,6,19,9,1,110,18,0,5.47,0.55,0,180,44,16,7,0,2,1,0,9,38,14,1,0,5,2,0,0,15,32,1,0,45,22,0,0,0,0,0,0,0,0,65,16,18,7,68,45,19.6,24.38,17.7,2.26,17.4,3.1,6.44,5.36,1.07,1.07,0.12,25.39,0.12,4.65,1.55,1.79,3.46,0.72,0.72,2.74,0,0,0,3.22,0,0,0.12,0.12,0.12,2.5,1.31,9.66,3.81,0.24,0.72,8.11,1.91,0.83,0.72,2.98,1.07,0.12,0,13.11,2.15,0,6.91,0.48,2.74,16.69,0.12,0.48,5.36,3.46,0.12,0.72,5.36,0.48,1.43,3.94,6.92,0,0,0,2.38,1.07,2.26,0.65,0.07,0,21.46,5.25,1.91,0.83,0,0.24,0.12,1.07,4.53,1.67,0.12,0,0,1.79,3.81,0.12,0,0.6,0.24,0,0,5.36,2.62,0,0,0,0,0,0,0,7.75,1.91,2.15,0.83,8.11,5.36,39.73,15.38,42.59,48.89,65.73,100,48.72,30.77,80,51.72,50,31.03,0,0,60,55.56,90.63,50,100,66.18,25,57.14,80,0,84.21,100,0,40,48.89,0,0,0,44.52,61.54,33.33,46.67,66.18,None,236799,"",,male,active,https://cdn5.wyscout.com/photos/players/public/g269324_100x130.png,642,RO,ROU,Romania,642,RO,ROU,Romania,Forward,FW,FWD,64938
